"C-20: Disabled Population by type of Disability,Age and Sex ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table Name,State Code,Distt.Code,Area Name,Total/Rural/Urban,Age-group,Total number of disabled persons,,,In seeing,,,In Hearing,,,In Speech,,,In Movement,,,Mental Retardation,,,Mental Illness,,,Any Other,,,Multiple Disability,,
,,,,,,Persons,Males,Females,Persons,Males,Females,Persons,Males,Females,Persons,Males,Females,Persons,Males,Females,Persons,Males,Females,Persons,Males,Females,Persons,Males,Females,Persons,Males,Females
,,,,,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
C4920,20,356,District-Lohardaga,Rural,40-49,765,436,329,88,47,41,117,49,68,29,20,9,256,165,91,54,31,23,51,31,20,121,66,55,49,27,22
C4920,20,356,District-Lohardaga,Rural,50-59,701,370,331,102,55,47,107,52,55,15,7,8,267,150,117,24,14,10,31,15,16,91,45,46,64,32,32
C4920,20,356,District-Lohardaga,Rural,60-69,997,451,546,174,77,97,187,82,105,15,7,8,364,166,198,21,9,12,25,11,14,92,47,45,119,52,67
C4920,20,356,District-Lohardaga,Rural,70-79,557,285,272,83,45,38,111,64,47,11,5,6,213,108,105,5,3,2,6,3,3,34,18,16,94,39,55
C4920,20,356,District-Lohardaga,Rural,80-89,223,119,104,32,19,13,44,22,22,2,1,1,91,52,39,1,1,0,3,2,1,12,6,6,38,16,22
C4920,20,356,District-Lohardaga,Rural,90+,50,24,26,7,3,4,8,4,4,0,0,0,20,11,9,0,0,0,2,1,1,2,2,0,11,3,8
C4920,20,356,District-Lohardaga,Rural,Age Not Stated,2,1,1,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
C4920,20,356,District-Lohardaga,Urban,Total,915,520,395,117,69,48,106,57,49,68,35,33,209,127,82,141,72,69,47,30,17,139,78,61,88,52,36
C4920,20,356,District-Lohardaga,Urban,0-4,43,22,21,9,5,4,5,1,4,0,0,0,8,3,5,5,1,4,1,1,0,7,5,2,8,6,2
C4920,20,356,District-Lohardaga,Urban,5-9,66,41,25,6,3,3,5,3,2,12,7,5,12,8,4,13,6,7,1,1,0,10,8,2,7,5,2
C4920,20,356,District-Lohardaga,Urban,10-19,155,88,67,13,8,5,17,10,7,22,9,13,28,20,8,28,15,13,6,2,4,22,13,9,19,11,8
C4920,20,356,District-Lohardaga,Urban,20-29,185,108,77,19,11,8,21,11,10,12,7,5,40,23,17,26,15,11,11,8,3,40,25,15,16,8,8
C4920,20,356,District-Lohardaga,Urban,30-39,137,73,64,18,13,5,9,4,5,11,5,6,29,18,11,33,13,20,11,6,5,20,10,10,6,4,2
C4920,20,356,District-Lohardaga,Urban,40-49,108,70,38,14,10,4,22,16,6,2,2,0,31,19,12,14,9,5,7,7,0,12,4,8,6,3,3
C4920,20,356,District-Lohardaga,Urban,50-59,79,41,38,13,6,7,11,5,6,4,2,2,15,8,7,13,9,4,4,2,2,13,5,8,6,4,2
C4920,20,356,District-Lohardaga,Urban,60-69,91,49,42,14,7,7,12,4,8,2,2,0,28,19,9,7,3,4,4,2,2,12,7,5,12,5,7
C4920,20,356,District-Lohardaga,Urban,70-79,38,21,17,9,5,4,3,3,0,3,1,2,13,6,7,1,0,1,1,1,0,2,1,1,6,4,2
C4920,20,356,District-Lohardaga,Urban,80-89,11,6,5,2,1,1,0,0,0,0,0,0,5,3,2,0,0,0,1,0,1,1,0,1,2,2,0
C4920,20,356,District-Lohardaga,Urban,90+,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C4920,20,356,District-Lohardaga,Urban,Age Not Stated,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
C4920,20,357,District-Purbi Singhbhum,Total,Total,"35,838","19,355","16,483","5,420","2,776","2,644","9,169","4,821","4,348","2,348","1,248","1,100","7,863","4,517","3,346","1,935","1,083",852,"1,325",723,602,"4,240","2,331","1,909","3,538","1,856","1,682"
C4920,20,357,District-Purbi Singhbhum,Total,0-4,"1,423",741,682,210,99,111,518,264,254,41,20,21,142,84,58,45,23,22,13,11,2,317,169,148,137,71,66
C4920,20,357,District-Purbi Singhbhum,Total,5-9,"2,140","1,165",975,273,160,113,595,291,304,285,164,121,252,149,103,142,81,61,34,23,11,268,135,133,291,162,129
C4920,20,357,District-Purbi Singhbhum,Total,10-19,"5,322","2,895","2,427",663,334,329,"1,305",666,639,576,306,270,781,457,324,484,289,195,163,96,67,648,357,291,702,390,312
C4920,20,357,District-Purbi Singhbhum,Total,20-29,"5,268","2,919","2,349",585,322,263,"1,277",664,613,462,235,227,"1,009",604,405,439,239,200,279,152,127,748,440,308,469,263,206
C4920,20,357,District-Purbi Singhbhum,Total,30-39,"4,610","2,638","1,972",537,306,231,"1,183",622,561,350,187,163,948,620,328,337,201,136,280,161,119,632,350,282,343,191,152
C4920,20,357,District-Purbi Singhbhum,Total,40-49,"4,537","2,641","1,896",627,362,265,"1,162",681,481,291,156,135,"1,102",686,416,232,132,100,265,136,129,577,324,253,281,164,117
C4920,20,357,District-Purbi Singhbhum,Total,50-59,"3,907","2,230","1,677",658,356,302,"1,018",593,425,160,85,75,"1,101",674,427,149,82,67,159,87,72,404,220,184,258,133,125
C4920,20,357,District-Purbi Singhbhum,Total,60-69,"4,492","2,230","2,262",993,459,534,"1,141",549,592,107,52,55,"1,290",701,589,63,22,41,92,41,51,400,214,186,406,192,214
C4920,20,357,District-Purbi Singhbhum,Total,70-79,"2,869","1,316","1,553",640,282,358,673,331,342,59,34,25,859,375,484,33,9,24,30,12,18,176,86,90,399,187,212
C4920,20,357,District-Purbi Singhbhum,Total,80-89,"1,006",468,538,198,84,114,246,136,110,15,7,8,291,131,160,7,2,5,9,4,5,56,31,25,184,73,111
C4920,20,357,District-Purbi Singhbhum,Total,90+,246,103,143,36,12,24,47,22,25,2,2,0,83,34,49,3,2,1,1,0,1,7,2,5,67,29,38
C4920,20,357,District-Purbi Singhbhum,Total,Age Not Stated,18,9,9,0,0,0,4,2,2,0,0,0,5,2,3,1,1,0,0,0,0,7,3,4,1,1,0
C4920,20,357,District-Purbi Singhbhum,Rural,Total,"18,278","9,709","8,569","2,958","1,485","1,473","4,235","2,233","2,002","1,136",586,550,"4,143","2,360","1,783",933,493,440,731,377,354,"2,071","1,131",940,"2,071","1,044","1,027"
C4920,20,357,District-Purbi Singhbhum,Rural,0-4,636,353,283,85,44,41,174,95,79,21,11,10,77,50,27,30,15,15,3,3,0,164,91,73,82,44,38
C4920,20,357,District-Purbi Singhbhum,Rural,5-9,"1,030",577,453,100,61,39,234,120,114,151,88,63,141,88,53,77,46,31,22,13,9,136,62,74,169,99,70
C4920,20,357,District-Purbi Singhbhum,Rural,10-19,"2,582","1,383","1,199",284,145,139,521,262,259,290,146,144,459,272,187,243,132,111,79,44,35,330,184,146,376,198,178
C4920,20,357,District-Purbi Singhbhum,Rural,20-29,"2,323","1,286","1,037",217,129,88,486,268,218,220,111,109,507,289,218,201,112,89,143,74,69,324,183,141,225,120,105
C4920,20,357,District-Purbi Singhbhum,Rural,30-39,"2,046","1,153",893,220,124,96,434,226,208,166,94,72,472,301,171,123,60,63,163,87,76,286,161,125,182,100,82
C4920,20,357,District-Purbi Singhbhum,Rural,40-49,"2,255","1,300",955,331,191,140,543,315,228,145,68,77,515,339,176,128,69,59,156,77,79,281,156,125,156,85,71
C4920,20,357,District-Purbi Singhbhum,Rural,50-59,"2,035","1,173",862,392,216,176,562,326,236,66,33,33,497,319,178,77,42,35,88,43,45,197,110,87,156,84,72
C4920,20,357,District-Purbi Singhbhum,Rural,60-69,"2,787","1,326","1,461",708,307,401,716,336,380,46,23,23,736,388,348,36,11,25,56,25,31,214,115,99,275,121,154
C4920,20,357,District-Purbi Singhbhum,Rural,70-79,"1,862",818,"1,044",469,206,263,416,201,215,22,7,15,530,215,315,13,3,10,15,7,8,106,52,54,291,127,164
C4920,20,357,District-Purbi Singhbhum,Rural,80-89,576,276,300,130,55,75,123,71,52,9,5,4,157,73,84,3,2,1,5,4,1,26,15,11,123,51,72
C4920,20,357,District-Purbi Singhbhum,Rural,90+,139,61,78,22,7,15,24,12,12,0,0,0,50,24,26,2,1,1,1,0,1,4,2,2,36,15,21
C4920,20,357,District-Purbi Singhbhum,Rural,Age Not Stated,7,3,4,0,0,0,2,1,1,0,0,0,2,2,0,0,0,0,0,0,0,3,0,3,0,0,0
C4920,20,357,District-Purbi Singhbhum,Urban,Total,"17,560","9,646","7,914","2,462","1,291","1,171","4,934","2,588","2,346","1,212",662,550,"3,720","2,157","1,563","1,002",590,412,594,346,248,"2,169","1,200",969,"1,467",812,655
C4920,20,357,District-Purbi Singhbhum,Urban,0-4,787,388,399,125,55,70,344,169,175,20,9,11,65,34,31,15,8,7,10,8,2,153,78,75,55,27,28
C4920,20,357,District-Purbi Singhbhum,Urban,5-9,"1,110",588,522,173,99,74,361,171,190,134,76,58,111,61,50,65,35,30,12,10,2,132,73,59,122,63,59
C4920,20,357,District-Purbi Singhbhum,Urban,10-19,"2,740","1,512","1,228",379,189,190,784,404,380,286,160,126,322,185,137,241,157,84,84,52,32,318,173,145,326,192,134
C4920,20,357,District-Purbi Singhbhum,Urban,20-29,"2,945","1,633","1,312",368,193,175,791,396,395,242,124,118,502,315,187,238,127,111,136,78,58,424,257,167,244,143,101
C4920,20,357,District-Purbi Singhbhum,Urban,30-39,"2,564","1,485","1,079",317,182,135,749,396,353,184,93,91,476,319,157,214,141,73,117,74,43,346,189,157,161,91,70
C4920,20,357,District-Purbi Singhbhum,Urban,40-49,"2,282","1,341",941,296,171,125,619,366,253,146,88,58,587,347,240,104,63,41,109,59,50,296,168,128,125,79,46
C4920,20,357,District-Purbi Singhbhum,Urban,50-59,"1,872","1,057",815,266,140,126,456,267,189,94,52,42,604,355,249,72,40,32,71,44,27,207,110,97,102,49,53
C4920,20,357,District-Purbi Singhbhum,Urban,60-69,"1,705",904,801,285,152,133,425,213,212,61,29,32,554,313,241,27,11,16,36,16,20,186,99,87,131,71,60
C4920,20,357,District-Purbi Singhbhum,Urban,70-79,"1,007",498,509,171,76,95,257,130,127,37,27,10,329,160,169,20,6,14,15,5,10,70,34,36,108,60,48
C4920,20,357,District-Purbi Singhbhum,Urban,80-89,430,192,238,68,29,39,123,65,58,6,2,4,134,58,76,4,0,4,4,0,4,30,16,14,61,22,39
C4920,20,357,District-Purbi Singhbhum,Urban,90+,107,42,65,14,5,9,23,10,13,2,2,0,33,10,23,1,1,0,0,0,0,3,0,3,31,14,17
C4920,20,357,District-Purbi Singhbhum,Urban,Age Not Stated,11,6,5,0,0,0,2,1,1,0,0,0,3,0,3,1,1,0,0,0,0,4,3,1,1,1,0
C4920,20,358,District-Palamu,Total,Total,"57,997","32,613","25,384","8,751","4,699","4,052","11,544","6,100","5,444","2,551","1,492","1,059","14,447","8,709","5,738","3,048","1,862","1,186","2,050","1,193",857,"9,251","5,120","4,131","6,355","3,438","2,917"
C4920,20,358,District-Palamu,Total,0-4,"2,532","1,346","1,186",333,165,168,847,449,398,64,37,27,304,179,125,89,44,45,20,13,7,681,351,330,194,108,86
C4920,20,358,District-Palamu,Total,5-9,"4,424","2,427","1,997",550,303,247,"1,195",590,605,409,241,168,585,366,219,278,167,111,103,59,44,868,456,412,436,245,191
C4920,20,358,District-Palamu,Total,10-19,"9,634","5,483","4,151","1,142",627,515,"2,011","1,047",964,751,445,306,"1,953","1,174",779,840,516,324,343,197,146,"1,696",929,767,898,548,350
C4920,20,358,District-Palamu,Total,20-29,"7,260","4,358","2,902",812,468,344,"1,471",784,687,374,230,144,"1,798","1,218",580,537,334,203,400,247,153,"1,338",746,592,530,331,199
C4920,20,358,District-Palamu,Total,30-39,"6,308","3,747","2,561",769,435,334,"1,378",753,625,312,175,137,"1,306",885,421,477,294,183,381,224,157,"1,268",719,549,417,262,155
C4920,20,358,District-Palamu,Total,40-49,"5,800","3,443","2,357",841,510,331,"1,112",597,515,255,149,106,"1,326",840,486,393,255,138,349,221,128,"1,063",617,446,461,254,207
C4920,20,358,District-Palamu,Total,50-59,"5,568","2,998","2,570","1,031",532,499,"1,022",532,490,163,97,66,"1,584",903,681,223,133,90,203,101,102,840,435,405,502,265,237
C4920,20,358,District-Palamu,Total,60-69,"8,378","4,461","3,917","1,678",827,851,"1,384",719,665,132,71,61,"2,762","1,578","1,184",140,78,62,160,81,79,911,527,384,"1,211",580,631
C4920,20,358,District-Palamu,Total,70-79,"5,399","2,928","2,471","1,111",577,534,765,420,345,58,30,28,"1,853","1,037",816,54,33,21,67,39,28,443,262,181,"1,048",530,518
C4920,20,358,District-Palamu,Total,80-89,"2,059","1,094",965,375,206,169,281,159,122,25,12,13,755,415,340,13,7,6,19,9,10,121,66,55,470,220,250
C4920,20,358,District-Palamu,Total,90+,610,319,291,103,46,57,72,49,23,7,4,3,215,113,102,4,1,3,5,2,3,16,9,7,188,95,93
C4920,20,358,District-Palamu,Total,Age Not Stated,25,9,16,6,3,3,6,1,5,1,1,0,6,1,5,0,0,0,0,0,0,6,3,3,0,0,0
C4920,20,358,District-Palamu,Rural,Total,"52,698","29,578","23,120","8,186","4,399","3,787","10,316","5,434","4,882","2,236","1,313",923,"13,164","7,907","5,257","2,743","1,667","1,076","1,874","1,076",798,"8,281","4,593","3,688","5,898","3,189","2,709"
C4920,20,358,District-Palamu,Rural,0-4,"2,286","1,211","1,075",304,149,155,764,405,359,55,33,22,272,161,111,78,38,40,18,11,7,615,314,301,180,100,80
C4920,20,358,District-Palamu,Rural,5-9,"4,038","2,212","1,826",507,280,227,"1,094",542,552,369,217,152,540,334,206,257,155,102,97,55,42,774,402,372,400,227,173
C4920,20,358,District-Palamu,Rural,10-19,"8,722","4,994","3,728","1,053",579,474,"1,820",945,875,666,396,270,"1,784","1,075",709,774,473,301,316,179,137,"1,492",843,649,817,504,313
C4920,20,358,District-Palamu,Rural,20-29,"6,469","3,896","2,573",749,434,315,"1,277",684,593,321,198,123,"1,618","1,099",519,469,294,175,354,218,136,"1,192",668,524,489,301,188
C4920,20,358,District-Palamu,Rural,30-39,"5,645","3,338","2,307",714,404,310,"1,214",653,561,260,148,112,"1,160",788,372,424,255,169,346,200,146,"1,137",644,493,390,246,144
C4920,20,358,District-Palamu,Rural,40-49,"5,184","3,079","2,105",778,474,304,964,524,440,228,131,97,"1,183",746,437,340,218,122,320,201,119,939,548,391,432,237,195
C4920,20,358,District-Palamu,Rural,50-59,"5,053","2,680","2,373",967,498,469,872,436,436,140,85,55,"1,447",814,633,205,123,82,186,90,96,769,395,374,467,239,228
C4920,20,358,District-Palamu,Rural,60-69,"7,743","4,107","3,636","1,597",786,811,"1,264",661,603,113,61,52,"2,534","1,440","1,094",130,71,59,149,73,76,831,474,357,"1,125",541,584
C4920,20,358,District-Palamu,Rural,70-79,"5,040","2,731","2,309","1,060",554,506,713,389,324,55,28,27,"1,714",955,759,50,32,18,66,39,27,402,235,167,980,499,481
C4920,20,358,District-Palamu,Rural,80-89,"1,923","1,025",898,353,195,158,261,150,111,23,12,11,710,390,320,12,7,5,17,8,9,109,59,50,438,204,234
C4920,20,358,District-Palamu,Rural,90+,570,296,274,98,43,55,67,44,23,5,3,2,196,104,92,4,1,3,5,2,3,15,8,7,180,91,89
C4920,20,358,District-Palamu,Rural,Age Not Stated,25,9,16,6,3,3,6,1,5,1,1,0,6,1,5,0,0,0,0,0,0,6,3,3,0,0,0
C4920,20,358,District-Palamu,Urban,Total,"5,299","3,035","2,264",565,300,265,"1,228",666,562,315,179,136,"1,283",802,481,305,195,110,176,117,59,970,527,443,457,249,208
C4920,20,358,District-Palamu,Urban,0-4,246,135,111,29,16,13,83,44,39,9,4,5,32,18,14,11,6,5,2,2,0,66,37,29,14,8,6
C4920,20,358,District-Palamu,Urban,5-9,386,215,171,43,23,20,101,48,53,40,24,16,45,32,13,21,12,9,6,4,2,94,54,40,36,18,18
C4920,20,358,District-Palamu,Urban,10-19,912,489,423,89,48,41,191,102,89,85,49,36,169,99,70,66,43,23,27,18,9,204,86,118,81,44,37
C4920,20,358,District-Palamu,Urban,20-29,791,462,329,63,34,29,194,100,94,53,32,21,180,119,61,68,40,28,46,29,17,146,78,68,41,30,11
C4920,20,358,District-Palamu,Urban,30-39,663,409,254,55,31,24,164,100,64,52,27,25,146,97,49,53,39,14,35,24,11,131,75,56,27,16,11
C4920,20,358,District-Palamu,Urban,40-49,616,364,252,63,36,27,148,73,75,27,18,9,143,94,49,53,37,16,29,20,9,124,69,55,29,17,12
C4920,20,358,District-Palamu,Urban,50-59,515,318,197,64,34,30,150,96,54,23,12,11,137,89,48,18,10,8,17,11,6,71,40,31,35,26,9
C4920,20,358,District-Palamu,Urban,60-69,635,354,281,81,41,40,120,58,62,19,10,9,228,138,90,10,7,3,11,8,3,80,53,27,86,39,47
C4920,20,358,District-Palamu,Urban,70-79,359,197,162,51,23,28,52,31,21,3,2,1,139,82,57,4,1,3,1,0,1,41,27,14,68,31,37
C4920,20,358,District-Palamu,Urban,80-89,136,69,67,22,11,11,20,9,11,2,0,2,45,25,20,1,0,1,2,1,1,12,7,5,32,16,16
C4920,20,358,District-Palamu,Urban,90+,40,23,17,5,3,2,5,5,0,2,1,1,19,9,10,0,0,0,0,0,0,1,1,0,8,4,4
C4920,20,358,District-Palamu,Urban,Age Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C4920,20,359,District-Latehar,Total,Total,"15,348","8,438","6,910","2,671","1,390","1,281","3,962","2,142","1,820",685,377,308,"3,340","1,933","1,407",593,344,249,396,219,177,"2,414","1,383","1,031","1,287",650,637
C4920,20,359,District-Latehar,Total,0-4,941,486,455,153,78,75,351,169,182,17,14,3,107,63,44,22,9,13,9,4,5,235,124,111,47,25,22
C4920,20,359,District-Latehar,Total,5-9,"1,414",775,639,251,123,128,423,234,189,113,63,50,173,102,71,58,29,29,18,12,6,259,144,115,119,68,51
C4920,20,359,District-Latehar,Total,10-19,"3,095","1,690","1,405",492,256,236,814,439,375,231,129,102,544,306,238,176,106,70,85,50,35,511,274,237,242,130,112
C4920,20,359,District-Latehar,Total,20-29,"1,993","1,103",890,285,145,140,548,285,263,101,56,45,433,261,172,108,68,40,74,40,34,321,182,139,123,66,57
C4920,20,359,District-Latehar,Total,30-39,"1,634",941,693,254,134,120,439,232,207,73,37,36,319,215,104,82,48,34,83,49,34,315,185,130,69,41,28
C4920,20,359,District-Latehar,Total,40-49,"1,574",945,629,259,154,105,400,242,158,61,34,27,351,222,129,69,37,32,47,19,28,301,183,118,86,54,32
C4920,20,359,District-Latehar,Total,50-59,"1,376",792,584,262,147,115,327,179,148,32,20,12,388,223,165,37,22,15,43,27,16,194,127,67,93,47,46
C4920,20,359,District-Latehar,Total,60-69,"1,835",947,888,427,202,225,381,212,169,35,16,19,546,293,253,29,18,11,31,14,17,173,101,72,213,91,122
C4920,20,359,District-Latehar,Total,70-79,"1,001",523,478,209,107,102,200,107,93,16,5,11,324,175,149,9,6,3,4,3,1,71,44,27,168,76,92
C4920,20,359,District-Latehar,Total,80-89,372,189,183,65,37,28,59,32,27,6,3,3,121,62,59,1,0,1,0,0,0,23,14,9,97,41,56
C4920,20,359,District-Latehar,Total,90+,107,45,62,13,6,7,19,10,9,0,0,0,32,11,21,2,1,1,2,1,1,10,5,5,29,11,18
C4920,20,359,District-Latehar,Total,Age Not Stated,6,2,4,1,1,0,1,1,0,0,0,0,2,0,2,0,0,0,0,0,0,1,0,1,1,0,1
C4920,20,359,District-Latehar,Rural,Total,"14,035","7,709","6,326","2,531","1,308","1,223","3,477","1,890","1,587",627,348,279,"3,095","1,782","1,313",547,321,226,361,198,163,"2,234","1,288",946,"1,163",574,589
C4920,20,359,District-Latehar,Rural,0-4,870,460,410,149,77,72,312,154,158,15,13,2,99,59,40,20,8,12,9,4,5,223,121,102,43,24,19
C4920,20,359,District-Latehar,Rural,5-9,"1,303",715,588,241,118,123,373,207,166,106,59,47,162,95,67,51,27,24,17,12,5,249,140,109,104,57,47
C4920,20,359,District-Latehar,Rural,10-19,"2,850","1,566","1,284",468,244,224,696,378,318,213,121,92,517,289,228,170,103,67,81,48,33,490,267,223,215,116,99
C4920,20,359,District-Latehar,Rural,20-29,"1,795",995,800,266,134,132,474,251,223,88,50,38,398,237,161,98,63,35,69,38,31,297,168,129,105,54,51
C4920,20,359,District-Latehar,Rural,30-39,"1,458",833,625,233,121,112,379,198,181,66,32,34,285,193,92,77,46,31,71,41,30,288,170,118,59,32,27
C4920,20,359,District-Latehar,Rural,40-49,"1,405",845,560,243,144,99,341,209,132,56,33,23,319,202,117,60,31,29,42,16,26,267,161,106,77,49,28
C4920,20,359,District-Latehar,Rural,50-59,"1,244",707,537,245,134,111,286,155,131,31,19,12,358,204,154,34,21,13,37,22,15,175,116,59,78,36,42
C4920,20,359,District-Latehar,Rural,60-69,"1,724",884,840,412,194,218,359,200,159,32,14,18,514,274,240,28,17,11,29,13,16,148,87,61,202,85,117
C4920,20,359,District-Latehar,Rural,70-79,934,483,451,201,100,101,183,98,85,16,5,11,298,162,136,7,4,3,4,3,1,65,40,25,160,71,89
C4920,20,359,District-Latehar,Rural,80-89,345,176,169,61,36,25,55,29,26,4,2,2,113,57,56,0,0,0,0,0,0,21,13,8,91,39,52
C4920,20,359,District-Latehar,Rural,90+,101,43,58,11,5,6,18,10,8,0,0,0,30,10,20,2,1,1,2,1,1,10,5,5,28,11,17
C4920,20,359,District-Latehar,Rural,Age Not Stated,6,2,4,1,1,0,1,1,0,0,0,0,2,0,2,0,0,0,0,0,0,1,0,1,1,0,1
C4920,20,359,District-Latehar,Urban,Total,"1,313",729,584,140,82,58,485,252,233,58,29,29,245,151,94,46,23,23,35,21,14,180,95,85,124,76,48
C4920,20,359,District-Latehar,Urban,0-4,71,26,45,4,1,3,39,15,24,2,1,1,8,4,4,2,1,1,0,0,0,12,3,9,4,1,3
C4920,20,359,District-Latehar,Urban,5-9,111,60,51,10,5,5,50,27,23,7,4,3,11,7,4,7,2,5,1,0,1,10,4,6,15,11,4
C4920,20,359,District-Latehar,Urban,10-19,245,124,121,24,12,12,118,61,57,18,8,10,27,17,10,6,3,3,4,2,2,21,7,14,27,14,13
C4920,20,359,District-Latehar,Urban,20-29,198,108,90,19,11,8,74,34,40,13,6,7,35,24,11,10,5,5,5,2,3,24,14,10,18,12,6
C4920,20,359,District-Latehar,Urban,30-39,176,108,68,21,13,8,60,34,26,7,5,2,34,22,12,5,2,3,12,8,4,27,15,12,10,9,1
C4920,20,359,District-Latehar,Urban,40-49,169,100,69,16,10,6,59,33,26,5,1,4,32,20,12,9,6,3,5,3,2,34,22,12,9,5,4
C4920,20,359,District-Latehar,Urban,50-59,132,85,47,17,13,4,41,24,17,1,1,0,30,19,11,3,1,2,6,5,1,19,11,8,15,11,4
C4920,20,359,District-Latehar,Urban,60-69,111,63,48,15,8,7,22,12,10,3,2,1,32,19,13,1,1,0,2,1,1,25,14,11,11,6,5
C4920,20,359,District-Latehar,Urban,70-79,67,40,27,8,7,1,17,9,8,0,0,0,26,13,13,2,2,0,0,0,0,6,4,2,8,5,3
C4920,20,359,District-Latehar,Urban,80-89,27,13,14,4,1,3,4,3,1,2,1,1,8,5,3,1,0,1,0,0,0,2,1,1,6,2,4
C4920,20,359,District-Latehar,Urban,90+,6,2,4,2,1,1,1,0,1,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,1,0,1
C4920,20,359,District-Latehar,Urban,Age Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C4920,20,360,District-Hazaribagh,Total,Total,"35,132","20,069","15,063","5,023","2,639","2,384","8,109","4,319","3,790","2,154","1,266",888,"8,633","5,354","3,279","2,138","1,314",824,"1,139",704,435,"4,369","2,512","1,857","3,567","1,961","1,606"
C4920,20,360,District-Hazaribagh,Total,0-4,"1,468",808,660,198,100,98,475,264,211,47,30,17,208,110,98,48,27,21,24,12,12,322,181,141,146,84,62
C4920,20,360,District-Hazaribagh,Total,5-9,"2,786","1,565","1,221",333,195,138,691,352,339,292,181,111,389,234,155,210,134,76,71,41,30,377,188,189,423,240,183
C4920,20,360,District-Hazaribagh,Total,10-19,"6,951","3,949","3,002",780,447,333,"1,449",761,688,655,388,267,"1,435",855,580,680,399,281,256,154,102,871,473,398,825,472,353
C4920,20,360,District-Hazaribagh,Total,20-29,"4,977","3,011","1,966",510,281,229,"1,027",558,469,360,215,145,"1,413",934,479,376,224,152,223,149,74,651,387,264,417,263,154
C4920,20,360,District-Hazaribagh,Total,30-39,"4,242","2,578","1,664",467,268,199,"1,078",597,481,266,155,111,980,669,311,325,212,113,204,126,78,623,375,248,299,176,123
C4920,20,360,District-Hazaribagh,Total,40-49,"3,700","2,289","1,411",524,297,227,897,512,385,203,120,83,890,625,265,240,150,90,173,108,65,545,332,213,228,145,83
C4920,20,360,District-Hazaribagh,Total,50-59,"3,114","1,771","1,343",569,292,277,749,388,361,154,80,74,891,558,333,106,73,33,77,52,25,371,221,150,197,107,90
C4920,20,360,District-Hazaribagh,Total,60-69,"3,913","2,018","1,895",778,348,430,943,464,479,102,58,44,"1,179",655,524,92,58,34,74,44,30,361,200,161,384,191,193
C4920,20,360,District-Hazaribagh,Total,70-79,"2,691","1,432","1,259",592,290,302,571,301,270,51,23,28,812,478,334,52,30,22,31,15,16,186,115,71,396,180,216
C4920,20,360,District-Hazaribagh,Total,80-89,937,470,467,187,76,111,174,92,82,21,14,7,334,186,148,6,4,2,5,2,3,48,30,18,162,66,96
C4920,20,360,District-Hazaribagh,Total,90+,340,168,172,81,42,39,51,26,25,3,2,1,100,50,50,2,2,0,1,1,0,13,9,4,89,36,53
C4920,20,360,District-Hazaribagh,Total,Age Not Stated,13,10,3,4,3,1,4,4,0,0,0,0,2,0,2,1,1,0,0,0,0,1,1,0,1,1,0
C4920,20,360,District-Hazaribagh,Rural,Total,"29,563","16,902","12,661","4,358","2,294","2,064","6,245","3,311","2,934","1,846","1,079",767,"7,463","4,649","2,814","1,850","1,132",718,961,585,376,"3,731","2,131","1,600","3,109","1,721","1,388"
C4920,20,360,District-Hazaribagh,Rural,0-4,"1,159",646,513,172,91,81,317,182,135,42,26,16,163,84,79,44,25,19,22,11,11,273,152,121,126,75,51
C4920,20,360,District-Hazaribagh,Rural,5-9,"2,296","1,284","1,012",289,166,123,477,225,252,255,158,97,333,203,130,190,123,67,66,40,26,326,160,166,360,209,151
C4920,20,360,District-Hazaribagh,Rural,10-19,"5,840","3,318","2,522",675,382,293,"1,108",572,536,562,336,226,"1,223",729,494,598,354,244,225,136,89,756,405,351,693,404,289
C4920,20,360,District-Hazaribagh,Rural,20-29,"4,062","2,513","1,549",434,244,190,743,430,313,304,181,123,"1,188",790,398,317,190,127,183,123,60,542,328,214,351,227,124
C4920,20,360,District-Hazaribagh,Rural,30-39,"3,413","2,087","1,326",390,229,161,703,392,311,226,130,96,863,589,274,272,174,98,167,99,68,533,320,213,259,154,105
C4920,20,360,District-Hazaribagh,Rural,40-49,"3,060","1,880","1,180",445,259,186,695,383,312,172,99,73,760,534,226,203,125,78,142,86,56,450,274,176,193,120,73
C4920,20,360,District-Hazaribagh,Rural,50-59,"2,668","1,504","1,164",495,252,243,637,331,306,131,65,66,765,476,289,89,58,31,62,41,21,317,186,131,172,95,77
C4920,20,360,District-Hazaribagh,Rural,60-69,"3,477","1,798","1,679",683,305,378,839,415,424,91,51,40,"1,043",590,453,79,49,30,60,34,26,321,176,145,361,178,183
